wine_tube_id,id,ts_sum_id,micro_id,year,tank,tank_letter,tank_letter,brix,hr,rootstock,ava_id,ava,nutristart,dap,initial_brix,initial_ph,initial_TA,initial_nopa,initial_nh3,initial_yan,initial_tso2,initial_MA,lon,lat,total_gdd_c,total_gdd_f,total_ppt
17-42-1,2017_AV1_42_1,2017_AV1_42,2017_AV1_B,2017,42,B,b,22.5,16.25,101_14,AV1,AV,no,no,23.3,3.6,4.59,151,59,198.2,7.44,2420,0,0,1511.013005,2719.823409,1157.820994
17-42-2,2017_AV1_42_2,2017_AV1_42,2017_AV1_B,2017,42,B,b,14,39.42,101_14,AV1,AV,yes,yes,23.3,3.6,4.59,151,59,198.2,7.44,2420,0,0,1511.013005,2719.823409,1157.820994
17-42-3,2017_AV1_42_3,2017_AV1_42,2017_AV1_B,2017,42,B,b,5.7,64.58,101_14,AV1,AV,yes,yes,23.3,3.6,4.59,151,59,198.2,7.44,2420,0,0,1511.013005,2719.823409,1157.820994
17-42-4,2017_AV1_42_4,2017_AV1_42,2017_AV1_B,2017,42,B,b,0,88.5,101_14,AV1,AV,yes,yes,23.3,3.6,4.59,151,59,198.2,7.44,2420,0,0,1511.013005,2719.823409,1157.820994
17-42-5,2017_AV1_42_5,2017_AV1_42,2017_AV1_B,2017,42,B,b,-1.2,112.5,101_14,AV1,AV,yes,yes,23.3,3.6,4.59,151,59,198.2,7.44,2420,0,0,1511.013005,2719.823409,1157.820994
17-44-1,2017_AV1_44_1,2017_AV1_44,2017_AV1_D,2017,44,D,d,22.4,16.25,101_14,AV1,AV,no,no,23.4,3.62,4.55,157,53,199.4,NA,2451,0,0,1511.013005,2719.823409,1157.820994
17-44-2,2017_AV1_44_2,2017_AV1_44,2017_AV1_D,2017,44,D,d,14,39.42,101_14,AV1,AV,yes,yes,23.4,3.62,4.55,157,53,199.4,NA,2451,0,0,1511.013005,2719.823409,1157.820994
17-44-3,2017_AV1_44_3,2017_AV1_44,2017_AV1_D,2017,44,D,d,5.6,64.58,101_14,AV1,AV,yes,yes,23.4,3.62,4.55,157,53,199.4,NA,2451,0,0,1511.013005,2719.823409,1157.820994
17-44-4,2017_AV1_44_4,2017_AV1_44,2017_AV1_D,2017,44,D,d,-0.3,88.5,101_14,AV1,AV,yes,yes,23.4,3.62,4.55,157,53,199.4,NA,2451,0,0,1511.013005,2719.823409,1157.820994
17-44-5,2017_AV1_44_5,2017_AV1_44,2017_AV1_D,2017,44,D,d,-1.2,112.5,101_14,AV1,AV,yes,yes,23.4,3.62,4.55,157,53,199.4,NA,2451,0,0,1511.013005,2719.823409,1157.820994
17- 46-1,2017_RRV3_46_1,2017_RRV3_46,2017_RRV3_B,2017,46,B,b,22.3,15.5,3309C,RRV3,RRV,no,no,22.3,3.53,4.81,143,30,117.93,10.52,1878,0,0,1310.375503,2358.675905,1005.127
17- 46-2,2017_RRV3_46_2,2017_RRV3_46,2017_RRV3_B,2017,46,B,b,14,40.58,3309C,RRV3,RRV,yes,yes,22.3,3.53,4.81,143,30,117.93,10.52,1878,0,0,1310.375503,2358.675905,1005.127
17- 46-3,2017_RRV3_46_3,2017_RRV3_46,2017_RRV3_B,2017,46,B,b,4.4,64.75,3309C,RRV3,RRV,yes,yes,22.3,3.53,4.81,143,30,117.93,10.52,1878,0,0,1310.375503,2358.675905,1005.127
17- 46-4,2017_RRV3_46_4,2017_RRV3_46,2017_RRV3_B,2017,46,B,b,-0.6,88.67,3309C,RRV3,RRV,yes,yes,22.3,3.53,4.81,143,30,117.93,10.52,1878,0,0,1310.375503,2358.675905,1005.127
17- 46-5,2017_RRV3_46_5,2017_RRV3_46,2017_RRV3_B,2017,46,B,b,-0.8,111.25,3309C,RRV3,RRV,yes,yes,22.3,3.53,4.81,143,30,117.93,10.52,1878,0,0,1310.375503,2358.675905,1005.127
17-47-1,2017_RRV3_47_1,2017_RRV3_47,2017_RRV3_C,2017,47,C,c,22.4,15.5,3309C,RRV3,RRV,no,no,22.3,3.51,4.8,143,37,117.91,11.63,1919,0,0,1310.375503,2358.675905,1005.127
17-47-2,2017_RRV3_47_2,2017_RRV3_47,2017_RRV3_C,2017,47,C,c,13.4,40.58,3309C,RRV3,RRV,yes,yes,22.3,3.51,4.8,143,37,117.91,11.63,1919,0,0,1310.375503,2358.675905,1005.127
17-47-3,2017_RRV3_47_3,2017_RRV3_47,2017_RRV3_C,2017,47,C,c,4.5,64.75,3309C,RRV3,RRV,yes,yes,22.3,3.51,4.8,143,37,117.91,11.63,1919,0,0,1310.375503,2358.675905,1005.127
17-47-4,2017_RRV3_47_4,2017_RRV3_47,2017_RRV3_C,2017,47,C,c,-0.5,88.67,3309C,RRV3,RRV,yes,yes,22.3,3.51,4.8,143,37,117.91,11.63,1919,0,0,1310.375503,2358.675905,1005.127
17-47-5,2017_RRV3_47_5,2017_RRV3_47,2017_RRV3_C,2017,47,C,c,-0.8,111.25,3309C,RRV3,RRV,yes,yes,22.3,3.51,4.8,143,37,117.91,11.63,1919,0,0,1310.375503,2358.675905,1005.127
17-50-1,2017_AV2_50_1,2017_AV2_50,2017_AV2_B,2017,50,B,b,24.2,15.67,3309C,AV2,AV,no,no,23.7,3.83,4.29,131,55,175,4.11,3865,0,0,1264.597002,2276.274604,994.3859916
17-50-2,2017_AV2_50_2,2017_AV2_50,2017_AV2_B,2017,50,B,b,16.6,40.5,3309C,AV2,AV,yes,yes,23.7,3.83,4.29,131,55,175,4.11,3865,0,0,1264.597002,2276.274604,994.3859916
17-50-3,2017_AV2_50_3,2017_AV2_50,2017_AV2_B,2017,50,B,b,8.2,64.5,3309C,AV2,AV,yes,yes,23.7,3.83,4.29,131,55,175,4.11,3865,0,0,1264.597002,2276.274604,994.3859916
17-50-4,2017_AV2_50_4,2017_AV2_50,2017_AV2_B,2017,50,B,b,1,88.5,3309C,AV2,AV,yes,yes,23.7,3.83,4.29,131,55,175,4.11,3865,0,0,1264.597002,2276.274604,994.3859916
17-50-5,2017_AV2_50_5,2017_AV2_50,2017_AV2_B,2017,50,B,b,-0.9,112.5,3309C,AV2,AV,yes,yes,23.7,3.83,4.29,131,55,175,4.11,3865,0,0,1264.597002,2276.274604,994.3859916
17-51-1,2017_AV2_51_1,2017_AV2_51,2017_AV2_C,2017,51,C,c,23.9,15.67,3309C,AV2,AV,no,no,23.6,3.87,4.1,129,60,177,8.16,3819,0,0,1264.597002,2276.274604,994.3859916
17-51-2,2017_AV2_51_2,2017_AV2_51,2017_AV2_C,2017,51,C,c,16.1,40.5,3309C,AV2,AV,yes,yes,23.6,3.87,4.1,129,60,177,8.16,3819,0,0,1264.597002,2276.274604,994.3859916
17-51-3,2017_AV2_51_3,2017_AV2_51,2017_AV2_C,2017,51,C,c,8.5,64.5,3309C,AV2,AV,yes,yes,23.6,3.87,4.1,129,60,177,8.16,3819,0,0,1264.597002,2276.274604,994.3859916
17-51-4,2017_AV2_51_4,2017_AV2_51,2017_AV2_C,2017,51,C,c,1.5,88.5,3309C,AV2,AV,yes,yes,23.6,3.87,4.1,129,60,177,8.16,3819,0,0,1264.597002,2276.274604,994.3859916
17-51-5,2017_AV2_51_5,2017_AV2_51,2017_AV2_C,2017,51,C,c,-1.1,112.5,3309C,AV2,AV,yes,yes,23.6,3.87,4.1,129,60,177,8.16,3819,0,0,1264.597002,2276.274604,994.3859916
17-53-1,2017_OR1_53_1,2017_OR1_53,2017_OR1_A,2017,53,A,a,23.2,14,riparia_gloire,OR1,OR,no,no,23.2,3.62,4.72,64,6,68.8,NA,3924,0,0,1234.097501,2221.375502,1127.71901
17-53-2,2017_OR1_53_2,2017_OR1_53,2017_OR1_A,2017,53,A,a,18.1,38.5,riparia_gloire,OR1,OR,yes,yes,23.2,3.62,4.72,64,6,68.8,NA,3924,0,0,1234.097501,2221.375502,1127.71901
17-53-3,2017_OR1_53_3,2017_OR1_53,2017_OR1_A,2017,53,A,a,10,62,riparia_gloire,OR1,OR,yes,yes,23.2,3.62,4.72,64,6,68.8,NA,3924,0,0,1234.097501,2221.375502,1127.71901
17-53-4,2017_OR1_53_4,2017_OR1_53,2017_OR1_A,2017,53,A,a,2.4,85.25,riparia_gloire,OR1,OR,yes,yes,23.2,3.62,4.72,64,6,68.8,NA,3924,0,0,1234.097501,2221.375502,1127.71901
17-53-5,2017_OR1_53_5,2017_OR1_53,2017_OR1_A,2017,53,A,a,-0.8,110.5,riparia_gloire,OR1,OR,yes,yes,23.2,3.62,4.72,64,6,68.8,NA,3924,0,0,1234.097501,2221.375502,1127.71901
17-54-1,2017_OR1_54_1,2017_OR1_54,2017_OR1_B,2017,54,B,b,23.5,14,riparia_gloire,OR1,OR,no,no,23.4,3.63,4.72,64,20,80,3,3911,0,0,1234.097501,2221.375502,1127.71901
17-54-2,2017_OR1_54_2,2017_OR1_54,2017_OR1_B,2017,54,B,b,18.9,38.5,riparia_gloire,OR1,OR,yes,yes,23.4,3.63,4.72,64,20,80,3,3911,0,0,1234.097501,2221.375502,1127.71901
17-54-3,2017_OR1_54_3,2017_OR1_54,2017_OR1_B,2017,54,B,b,10,62,riparia_gloire,OR1,OR,yes,yes,23.4,3.63,4.72,64,20,80,3,3911,0,0,1234.097501,2221.375502,1127.71901
17-54-4,2017_OR1_54_4,2017_OR1_54,2017_OR1_B,2017,54,B,b,2.4,85.25,riparia_gloire,OR1,OR,yes,yes,23.4,3.63,4.72,64,20,80,3,3911,0,0,1234.097501,2221.375502,1127.71901
17-54-5,2017_OR1_54_5,2017_OR1_54,2017_OR1_B,2017,54,B,b,-0.8,110.5,riparia_gloire,OR1,OR,yes,yes,23.4,3.63,4.72,64,20,80,3,3911,0,0,1234.097501,2221.375502,1127.71901
17-59-1,2017_OR2_59_1,2017_OR2_59,2017_OR2_C,2017,59,C,c,24.1,14,riparia_gloire,OR2,OR,no,no,24.1,3.4,5.03,117,52,158.6,NA,3411,0,0,1189.802504,2141.644507,983.5820079
17-59-2,2017_OR2_59_2,2017_OR2_59,2017_OR2_C,2017,59,C,c,16.6,38.5,riparia_gloire,OR2,OR,yes,yes,24.1,3.4,5.03,117,52,158.6,NA,3411,0,0,1189.802504,2141.644507,983.5820079
17-59-3,2017_OR2_59_3,2017_OR2_59,2017_OR2_C,2017,59,C,c,8.7,62,riparia_gloire,OR2,OR,yes,yes,24.1,3.4,5.03,117,52,158.6,NA,3411,0,0,1189.802504,2141.644507,983.5820079
17-59-4,2017_OR2_59_4,2017_OR2_59,2017_OR2_C,2017,59,C,c,1.4,85.25,riparia_gloire,OR2,OR,yes,yes,24.1,3.4,5.03,117,52,158.6,NA,3411,0,0,1189.802504,2141.644507,983.5820079
17-59-5,2017_OR2_59_5,2017_OR2_59,2017_OR2_C,2017,59,C,c,-1,110.5,riparia_gloire,OR2,OR,yes,yes,24.1,3.4,5.03,117,52,158.6,NA,3411,0,0,1189.802504,2141.644507,983.5820079
17-60-1,2017_OR2_60_1,2017_OR2_60,2017_OR2_D,2017,60,D,d,24.1,14,riparia_gloire,OR2,OR,no,no,24.2,3.43,5.02,114,45,150,14,3431,0,0,1189.802504,2141.644507,983.5820079
17-60-2,2017_OR2_60_2,2017_OR2_60,2017_OR2_D,2017,60,D,d,16.6,38.5,riparia_gloire,OR2,OR,yes,yes,24.2,3.43,5.02,114,45,150,14,3431,0,0,1189.802504,2141.644507,983.5820079
17-60-3,2017_OR2_60_3,2017_OR2_60,2017_OR2_D,2017,60,D,d,8.2,62,riparia_gloire,OR2,OR,yes,yes,24.2,3.43,5.02,114,45,150,14,3431,0,0,1189.802504,2141.644507,983.5820079
17-60-4,2017_OR2_60_4,2017_OR2_60,2017_OR2_D,2017,60,D,d,1.6,85.25,riparia_gloire,OR2,OR,yes,yes,24.2,3.43,5.02,114,45,150,14,3431,0,0,1189.802504,2141.644507,983.5820079
17-60-5,2017_OR2_60_5,2017_OR2_60,2017_OR2_D,2017,60,D,d,-0.9,110.5,riparia_gloire,OR2,OR,yes,yes,24.2,3.43,5.02,114,45,150,14,3431,0,0,1189.802504,2141.644507,983.5820079
BM19-1-1,2019_CRN1_1_1,2019_CRN1_1,2019_CRN1_A,2019,1,A,a,24.7,2,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,162,100,242,10,4180,0,0,1333.590002,2400.462003,781.6389884
BM19-1-2,2019_CRN1_1_2,2019_CRN1_1,2019_CRN1_A,2019,1,A,a,24.7,6,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,162,100,242,10,4180,0,0,1333.590002,2400.462003,781.6389884
BM19-1-3,2019_CRN1_1_3,2019_CRN1_1,2019_CRN1_A,2019,1,A,a,22.9,16,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,162,100,242,10,4180,0,0,1333.590002,2400.462003,781.6389884
BM19-1-4,2019_CRN1_1_4,2019_CRN1_1,2019_CRN1_A,2019,1,A,a,5,64,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,162,100,242,10,4180,0,0,1333.590002,2400.462003,781.6389884
BM19-1-5,2019_CRN1_1_5,2019_CRN1_1,2019_CRN1_A,2019,1,A,a,-1.4,112,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,162,100,242,10,4180,0,0,1333.590002,2400.462003,781.6389884
BM19-2-1,2019_CRN1_2_1,2019_CRN1_2,2019_CRN1_B,2019,2,B,b,24.3,2,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,163,100,243,10,4267,0,0,1333.590002,2400.462003,781.6389884
BM19-2-2,2019_CRN1_2_2,2019_CRN1_2,2019_CRN1_B,2019,2,B,b,24.3,6,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,163,100,243,10,4267,0,0,1333.590002,2400.462003,781.6389884
BM19-2-3,2019_CRN1_2_3,2019_CRN1_2,2019_CRN1_B,2019,2,B,b,23.3,16,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,163,100,243,10,4267,0,0,1333.590002,2400.462003,781.6389884
BM19-2-4,2019_CRN1_2_4,2019_CRN1_2,2019_CRN1_B,2019,2,B,b,5.3,64,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,163,100,243,10,4267,0,0,1333.590002,2400.462003,781.6389884
BM19-2-5,2019_CRN1_2_5,2019_CRN1_2,2019_CRN1_B,2019,2,B,b,-1.5,112,101_14,CRN1,CRN,NA,NA,24.1,3.59,5.02,163,100,243,10,4267,0,0,1333.590002,2400.462003,781.6389884
BM19-5-1,2019_SNC2_5_1,2019_SNC2_5,NA,2019,5,A,a,23.4,2,101_14,SNC2,SNC,NA,NA,22.7,3.42,5.49,153,107,238.6,5,4043,0,0,1396.055,2512.899001,875.9740134
BM19-5-2,2019_SNC2_5_2,2019_SNC2_5,NA,2019,5,A,a,23.3,6,101_14,SNC2,SNC,NA,NA,22.7,3.42,5.49,153,107,238.6,5,4043,0,0,1396.055,2512.899001,875.9740134
BM19-5-3,2019_SNC2_5_3,2019_SNC2_5,NA,2019,5,A,a,22.2,16,101_14,SNC2,SNC,NA,NA,22.7,3.42,5.49,153,107,238.6,5,4043,0,0,1396.055,2512.899001,875.9740134
BM19-5-4,2019_SNC2_5_4,2019_SNC2_5,NA,2019,5,A,a,7.2,64,101_14,SNC2,SNC,NA,NA,22.7,3.42,5.49,153,107,238.6,5,4043,0,0,1396.055,2512.899001,875.9740134
BM19-5-5,2019_SNC2_5_5,2019_SNC2_5,NA,2019,5,A,a,-1.3,112,101_14,SNC2,SNC,NA,NA,22.7,3.42,5.49,153,107,238.6,5,4043,0,0,1396.055,2512.899001,875.9740134
BM19-6-1,2019_SNC2_6_1,2019_SNC2_6,NA,2019,6,B,b,23.4,2,101_14,SNC2,SNC,NA,NA,22.7,3.46,5.38,151,102,232.6,5,4106,0,0,1396.055,2512.899001,875.9740134
BM19-6-2,2019_SNC2_6_2,2019_SNC2_6,NA,2019,6,B,b,23.3,6,101_14,SNC2,SNC,NA,NA,22.7,3.46,5.38,151,102,232.6,5,4106,0,0,1396.055,2512.899001,875.9740134
BM19-6-3,2019_SNC2_6_3,2019_SNC2_6,NA,2019,6,B,b,22.2,16,101_14,SNC2,SNC,NA,NA,22.7,3.46,5.38,151,102,232.6,5,4106,0,0,1396.055,2512.899001,875.9740134
BM19-6-4,2019_SNC2_6_4,2019_SNC2_6,NA,2019,6,B,b,7.1,64,101_14,SNC2,SNC,NA,NA,22.7,3.46,5.38,151,102,232.6,5,4106,0,0,1396.055,2512.899001,875.9740134
BM19-6-5,2019_SNC2_6_5,2019_SNC2_6,NA,2019,6,B,b,-1.3,112,101_14,SNC2,SNC,NA,NA,22.7,3.46,5.38,151,102,232.6,5,4106,0,0,1396.055,2512.899001,875.9740134
BM19-9-1,2019_RRV1_9_1,2019_RRV1_9,NA,2019,9,A,a,23.9,2,101_14,RRV1,RRV,NA,NA,23.2,3.43,5,183,153,305.4,5,3136,0,0,1489.704507,2681.468112,1183.93699
BM19-9-2,2019_RRV1_9_2,2019_RRV1_9,NA,2019,9,A,a,23.7,6,101_14,RRV1,RRV,NA,NA,23.2,3.43,5,183,153,305.4,5,3136,0,0,1489.704507,2681.468112,1183.93699
BM19-9-3,2019_RRV1_9_3,2019_RRV1_9,NA,2019,9,A,a,22.5,16,101_14,RRV1,RRV,NA,NA,23.2,3.43,5,183,153,305.4,5,3136,0,0,1489.704507,2681.468112,1183.93699
BM19-9-4,2019_RRV1_9_4,2019_RRV1_9,NA,2019,9,A,a,4.1,64,101_14,RRV1,RRV,NA,NA,23.2,3.43,5,183,153,305.4,5,3136,0,0,1489.704507,2681.468112,1183.93699
BM19-9-5,2019_RRV1_9_5,2019_RRV1_9,NA,2019,9,A,a,-1.3,112,101_14,RRV1,RRV,NA,NA,23.2,3.43,5,183,153,305.4,5,3136,0,0,1489.704507,2681.468112,1183.93699
BM19-10-1,2019_RRV1_10_1,2019_RRV1_10,NA,2019,10,B,b,23.9,2,101_14,RRV1,RRV,NA,NA,23.3,3.43,5.12,183,154,306.2,5,3092,0,0,1489.704507,2681.468112,1183.93699
BM19-10-2,2019_RRV1_10_2,2019_RRV1_10,NA,2019,10,B,b,23.9,6,101_14,RRV1,RRV,NA,NA,23.3,3.43,5.12,183,154,306.2,5,3092,0,0,1489.704507,2681.468112,1183.93699
BM19-10-3,2019_RRV1_10_3,2019_RRV1_10,NA,2019,10,B,b,22.7,16,101_14,RRV1,RRV,NA,NA,23.3,3.43,5.12,183,154,306.2,5,3092,0,0,1489.704507,2681.468112,1183.93699
BM19-10-4,2019_RRV1_10_4,2019_RRV1_10,NA,2019,10,B,b,5.5,64,101_14,RRV1,RRV,NA,NA,23.3,3.43,5.12,183,154,306.2,5,3092,0,0,1489.704507,2681.468112,1183.93699
BM19-10-5,2019_RRV1_10_5,2019_RRV1_10,NA,2019,10,B,b,-1.1,112,101_14,RRV1,RRV,NA,NA,23.3,3.43,5.12,183,154,306.2,5,3092,0,0,1489.704507,2681.468112,1183.93699
BM19-13-1,2019_SNC1_13_1,2019_SNC1_13,2019_SNC1_A,2019,13,A,a,24.9,2,101_14,SNC1,SNC,NA,NA,25.2,3.58,4.24,133,95,209,5,3077,0,0,1403.721503,2526.698706,1338.490008
BM19-13-2,2019_SNC1_13_2,2019_SNC1_13,2019_SNC1_A,2019,13,A,a,24.9,6,101_14,SNC1,SNC,NA,NA,25.2,3.58,4.24,133,95,209,5,3077,0,0,1403.721503,2526.698706,1338.490008
BM19-13-3,2019_SNC1_13_3,2019_SNC1_13,2019_SNC1_A,2019,13,A,a,23.8,16,101_14,SNC1,SNC,NA,NA,25.2,3.58,4.24,133,95,209,5,3077,0,0,1403.721503,2526.698706,1338.490008
BM19-13-4,2019_SNC1_13_4,2019_SNC1_13,2019_SNC1_A,2019,13,A,a,9.1,64,101_14,SNC1,SNC,NA,NA,25.2,3.58,4.24,133,95,209,5,3077,0,0,1403.721503,2526.698706,1338.490008
BM19-13-5,2019_SNC1_13_5,2019_SNC1_13,2019_SNC1_A,2019,13,A,a,-0.4,112,101_14,SNC1,SNC,NA,NA,25.2,3.58,4.24,133,95,209,5,3077,0,0,1403.721503,2526.698706,1338.490008
BM19-14-1,2019_SNC1_14_1,2019_SNC1_14,2019_SNC1_B,2019,14,B,b,25,2,101_14,SNC1,SNC,NA,NA,25.1,3.58,4.23,135,98,213.4,5,3054,0,0,1403.721503,2526.698706,1338.490008
BM19-14-2,2019_SNC1_14_2,2019_SNC1_14,2019_SNC1_B,2019,14,B,b,24.9,6,101_14,SNC1,SNC,NA,NA,25.1,3.58,4.23,135,98,213.4,5,3054,0,0,1403.721503,2526.698706,1338.490008
BM19-14-3,2019_SNC1_14_3,2019_SNC1_14,2019_SNC1_B,2019,14,B,b,24,16,101_14,SNC1,SNC,NA,NA,25.1,3.58,4.23,135,98,213.4,5,3054,0,0,1403.721503,2526.698706,1338.490008
BM19-14-4,2019_SNC1_14_4,2019_SNC1_14,2019_SNC1_B,2019,14,B,b,9.4,64,101_14,SNC1,SNC,NA,NA,25.1,3.58,4.23,135,98,213.4,5,3054,0,0,1403.721503,2526.698706,1338.490008
BM19-14-5,2019_SNC1_14_5,2019_SNC1_14,2019_SNC1_B,2019,14,B,b,-1.1,112,101_14,SNC1,SNC,NA,NA,25.1,3.58,4.23,135,98,213.4,5,3054,0,0,1403.721503,2526.698706,1338.490008
BM19-19-1,2019_AS2_19_1,2019_AS2_19,2019_AS2_C,2019,19,C,c,24.2,2,101_14,AS2,AS,NA,NA,25.2,3.69,5.36,260,129,363.2,5,3804,0,0,1533.252497,2759.854494,355.4000009
BM19-19-2,2019_AS2_19_2,2019_AS2_19,2019_AS2_C,2019,19,C,c,24.4,6,101_14,AS2,AS,NA,NA,25.2,3.69,5.36,260,129,363.2,5,3804,0,0,1533.252497,2759.854494,355.4000009
BM19-19-3,2019_AS2_19_3,2019_AS2_19,2019_AS2_C,2019,19,C,c,23.6,16,101_14,AS2,AS,NA,NA,25.2,3.69,5.36,260,129,363.2,5,3804,0,0,1533.252497,2759.854494,355.4000009
BM19-19-4,2019_AS2_19_4,2019_AS2_19,2019_AS2_C,2019,19,C,c,2.7,64,101_14,AS2,AS,NA,NA,25.2,3.69,5.36,260,129,363.2,5,3804,0,0,1533.252497,2759.854494,355.4000009
BM19-19-5,2019_AS2_19_5,2019_AS2_19,2019_AS2_C,2019,19,C,c,-1.4,112,101_14,AS2,AS,NA,NA,25.2,3.69,5.36,260,129,363.2,5,3804,0,0,1533.252497,2759.854494,355.4000009
BM19-20-1,2019_AS2_20_1,2019_AS2_20,2019_AS2_D,2019,20,D,d,24.2,2,101_14,AS2,AS,NA,NA,25.1,3.69,5.17,256,127,357.6,5,3787,0,0,1533.252497,2759.854494,355.4000009
BM19-20-2,2019_AS2_20_2,2019_AS2_20,2019_AS2_D,2019,20,D,d,24.4,6,101_14,AS2,AS,NA,NA,25.1,3.69,5.17,256,127,357.6,5,3787,0,0,1533.252497,2759.854494,355.4000009
BM19-20-3,2019_AS2_20_3,2019_AS2_20,2019_AS2_D,2019,20,D,d,23.1,16,101_14,AS2,AS,NA,NA,25.1,3.69,5.17,256,127,357.6,5,3787,0,0,1533.252497,2759.854494,355.4000009
BM19-20-4,2019_AS2_20_4,2019_AS2_20,2019_AS2_D,2019,20,D,d,2.4,64,101_14,AS2,AS,NA,NA,25.1,3.69,5.17,256,127,357.6,5,3787,0,0,1533.252497,2759.854494,355.4000009
BM19-20-5,2019_AS2_20_5,2019_AS2_20,2019_AS2_D,2019,20,D,d,-1.3,112,101_14,AS2,AS,NA,NA,25.1,3.69,5.17,256,127,357.6,5,3787,0,0,1533.252497,2759.854494,355.4000009
