wine_tube_id,id,ts_sum_id,micro_id,year,tank,tank_letter,tank_letter,brix,hr,rootstock,ava_id,ava,nutristart,dap,initial_brix,initial_ph,initial_TA,initial_nopa,initial_nh3,initial_yan,initial_tso2,initial_MA,lon,lat,total_gdd_c,total_gdd_f,total_ppt
BM19-21-1,2019_RRV2_21_1,2019_RRV2_21,2019_RRV2_A,2019,21,A,a,23.3,2,3309C,RRV2,RRV,NA,NA,26.4,3.72,3.46,104,50,144,5,2664,0,0,1443.104002,2597.587204,1293.375028
BM19-21-2,2019_RRV2_21_2,2019_RRV2_21,2019_RRV2_A,2019,21,A,a,23.7,6,3309C,RRV2,RRV,NA,NA,26.4,3.72,3.46,104,50,144,5,2664,0,0,1443.104002,2597.587204,1293.375028
BM19-21-3,2019_RRV2_21_3,2019_RRV2_21,2019_RRV2_A,2019,21,A,a,23,16,3309C,RRV2,RRV,NA,NA,26.4,3.72,3.46,104,50,144,5,2664,0,0,1443.104002,2597.587204,1293.375028
BM19-21-4,2019_RRV2_21_4,2019_RRV2_21,2019_RRV2_A,2019,21,A,a,10.2,64,3309C,RRV2,RRV,NA,NA,26.4,3.72,3.46,104,50,144,5,2664,0,0,1443.104002,2597.587204,1293.375028
BM19-21-5,2019_RRV2_21_5,2019_RRV2_21,2019_RRV2_A,2019,21,A,a,1,112,3309C,RRV2,RRV,NA,NA,26.4,3.72,3.46,104,50,144,5,2664,0,0,1443.104002,2597.587204,1293.375028
BM19-22-1,2019_RRV2_22_1,2019_RRV2_22,2019_RRV2_B,2019,22,B,b,23.6,2,3309C,RRV2,RRV,NA,NA,26.6,3.72,3.41,90,44,125.2,5,2542,0,0,1443.104002,2597.587204,1293.375028
BM19-22-2,2019_RRV2_22_2,2019_RRV2_22,2019_RRV2_B,2019,22,B,b,23.9,6,3309C,RRV2,RRV,NA,NA,26.6,3.72,3.41,90,44,125.2,5,2542,0,0,1443.104002,2597.587204,1293.375028
BM19-22-3,2019_RRV2_22_3,2019_RRV2_22,2019_RRV2_B,2019,22,B,b,22.6,16,3309C,RRV2,RRV,NA,NA,26.6,3.72,3.41,90,44,125.2,5,2542,0,0,1443.104002,2597.587204,1293.375028
BM19-22-4,2019_RRV2_22_4,2019_RRV2_22,2019_RRV2_B,2019,22,B,b,8.9,64,3309C,RRV2,RRV,NA,NA,26.6,3.72,3.41,90,44,125.2,5,2542,0,0,1443.104002,2597.587204,1293.375028
BM19-22-5,2019_RRV2_22_5,2019_RRV2_22,2019_RRV2_B,2019,22,B,b,-0.5,112,3309C,RRV2,RRV,NA,NA,26.6,3.72,3.41,90,44,125.2,5,2542,0,0,1443.104002,2597.587204,1293.375028
BM19-26-1,2019_AS1_26_1,2019_AS1_26,2019_AS1_B,2019,26,B,b,24.1,2,101_14,AS1,AS,NA,NA,24.9,3.64,5.65,227,115,319,5,4386,0,0,1431.9025,2577.4245,268.7990005
BM19-26-2,2019_AS1_26_2,2019_AS1_26,2019_AS1_B,2019,26,B,b,24.1,6,101_14,AS1,AS,NA,NA,24.9,3.64,5.65,227,115,319,5,4386,0,0,1431.9025,2577.4245,268.7990005
BM19-26-3,2019_AS1_26_3,2019_AS1_26,2019_AS1_B,2019,26,B,b,22.6,16,101_14,AS1,AS,NA,NA,24.9,3.64,5.65,227,115,319,5,4386,0,0,1431.9025,2577.4245,268.7990005
BM19-26-4,2019_AS1_26_4,2019_AS1_26,2019_AS1_B,2019,26,B,b,3.8,64,101_14,AS1,AS,NA,NA,24.9,3.64,5.65,227,115,319,5,4386,0,0,1431.9025,2577.4245,268.7990005
BM19-26-5,2019_AS1_26_5,2019_AS1_26,2019_AS1_B,2019,26,B,b,-1.2,112,101_14,AS1,AS,NA,NA,24.9,3.64,5.65,227,115,319,5,4386,0,0,1431.9025,2577.4245,268.7990005
BM19-27-1,2019_AS1_27_1,2019_AS1_27,2019_AS1_C,2019,27,C,c,24.2,2,101_14,AS1,AS,NA,NA,24.8,3.64,5.61,227,115,319,5,4542,0,0,1431.9025,2577.4245,268.7990005
BM19-27-2,2019_AS1_27_2,2019_AS1_27,2019_AS1_C,2019,27,C,c,24.1,6,101_14,AS1,AS,NA,NA,24.8,3.64,5.61,227,115,319,5,4542,0,0,1431.9025,2577.4245,268.7990005
BM19-27-3,2019_AS1_27_3,2019_AS1_27,2019_AS1_C,2019,27,C,c,22.5,16,101_14,AS1,AS,NA,NA,24.8,3.64,5.61,227,115,319,5,4542,0,0,1431.9025,2577.4245,268.7990005
BM19-27-4,2019_AS1_27_4,2019_AS1_27,2019_AS1_C,2019,27,C,c,3.5,64,101_14,AS1,AS,NA,NA,24.8,3.64,5.61,227,115,319,5,4542,0,0,1431.9025,2577.4245,268.7990005
BM19-27-5,2019_AS1_27_5,2019_AS1_27,2019_AS1_C,2019,27,C,c,-1.2,112,101_14,AS1,AS,NA,NA,24.8,3.64,5.61,227,115,319,5,4542,0,0,1431.9025,2577.4245,268.7990005
BM19-29-1,2019_RRV3_29_1,2019_RRV3_29,2019_RRV3_A,2019,29,A,a,23.3,2,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.65,180,111,271,5,3512,0,0,1328.332491,2390.998484,1044.42301
BM19-29-2,2019_RRV3_29_2,2019_RRV3_29,2019_RRV3_A,2019,29,A,a,23,6,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.65,180,111,271,5,3512,0,0,1328.332491,2390.998484,1044.42301
BM19-29-3,2019_RRV3_29_3,2019_RRV3_29,2019_RRV3_A,2019,29,A,a,22,16,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.65,180,111,271,5,3512,0,0,1328.332491,2390.998484,1044.42301
BM19-29-4,2019_RRV3_29_4,2019_RRV3_29,2019_RRV3_A,2019,29,A,a,5.5,64,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.65,180,111,271,5,3512,0,0,1328.332491,2390.998484,1044.42301
BM19-29-5,2019_RRV3_29_5,2019_RRV3_29,2019_RRV3_A,2019,29,A,a,-1.1,112,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.65,180,111,271,5,3512,0,0,1328.332491,2390.998484,1044.42301
BM19-30-1,2019_RRV3_30_1,2019_RRV3_30,2019_RRV3_B,2019,30,B,b,23.3,2,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.73,179,110,269,5,3508,0,0,1328.332491,2390.998484,1044.42301
BM19-30-2,2019_RRV3_30_2,2019_RRV3_30,2019_RRV3_B,2019,30,B,b,23.1,6,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.73,179,110,269,5,3508,0,0,1328.332491,2390.998484,1044.42301
BM19-30-3,2019_RRV3_30_3,2019_RRV3_30,2019_RRV3_B,2019,30,B,b,22,16,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.73,179,110,269,5,3508,0,0,1328.332491,2390.998484,1044.42301
BM19-30-4,2019_RRV3_30_4,2019_RRV3_30,2019_RRV3_B,2019,30,B,b,5.9,64,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.73,179,110,269,5,3508,0,0,1328.332491,2390.998484,1044.42301
BM19-30-5,2019_RRV3_30_5,2019_RRV3_30,2019_RRV3_B,2019,30,B,b,-1.1,112,3309C,RRV3,RRV,NA,NA,22.7,3.45,5.73,179,110,269,5,3508,0,0,1328.332491,2390.998484,1044.42301
BM19-33-1,2019_AV1_33_1,2019_AV1_33,2019_AV1_A,2019,33,A,a,24.2,2,101_14,AV1,AV,NA,NA,23.6,3.49,5.06,141,93,215.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-33-2,2019_AV1_33_2,2019_AV1_33,2019_AV1_A,2019,33,A,a,24.3,6,101_14,AV1,AV,NA,NA,23.6,3.49,5.06,141,93,215.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-33-3,2019_AV1_33_3,2019_AV1_33,2019_AV1_A,2019,33,A,a,22.9,16,101_14,AV1,AV,NA,NA,23.6,3.49,5.06,141,93,215.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-33-4,2019_AV1_33_4,2019_AV1_33,2019_AV1_A,2019,33,A,a,6.7,64,101_14,AV1,AV,NA,NA,23.6,3.49,5.06,141,93,215.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-33-5,2019_AV1_33_5,2019_AV1_33,2019_AV1_A,2019,33,A,a,-0.5,112,101_14,AV1,AV,NA,NA,23.6,3.49,5.06,141,93,215.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-34-1,2019_AV1_34_1,2019_AV1_34,2019_AV1_B,2019,34,B,b,24.5,2,101_14,AV1,AV,NA,NA,23.7,3.5,5.14,142,93,216.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-34-2,2019_AV1_34_2,2019_AV1_34,2019_AV1_B,2019,34,B,b,24.2,6,101_14,AV1,AV,NA,NA,23.7,3.5,5.14,142,93,216.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-34-3,2019_AV1_34_3,2019_AV1_34,2019_AV1_B,2019,34,B,b,23.1,16,101_14,AV1,AV,NA,NA,23.7,3.5,5.14,142,93,216.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-34-4,2019_AV1_34_4,2019_AV1_34,2019_AV1_B,2019,34,B,b,7.7,64,101_14,AV1,AV,NA,NA,23.7,3.5,5.14,142,93,216.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-34-5,2019_AV1_34_5,2019_AV1_34,2019_AV1_B,2019,34,B,b,-0.3,112,101_14,AV1,AV,NA,NA,23.7,3.5,5.14,142,93,216.4,5,3510,0,0,1503.231997,2705.817594,1184.712981
BM19-38-1,2019_AV2_38_1,2019_AV2_38,2019_AV2_B,2019,38,B,b,24.4,2,3309C,AV2,AV,NA,NA,24.2,3.68,4.8,149,79,212.2,5,3864,0,0,1212.912992,2183.243386,1031.393978
BM19-38-2,2019_AV2_38_2,2019_AV2_38,2019_AV2_B,2019,38,B,b,24.8,6,3309C,AV2,AV,NA,NA,24.2,3.68,4.8,149,79,212.2,5,3864,0,0,1212.912992,2183.243386,1031.393978
BM19-38-3,2019_AV2_38_3,2019_AV2_38,2019_AV2_B,2019,38,B,b,23.2,16,3309C,AV2,AV,NA,NA,24.2,3.68,4.8,149,79,212.2,5,3864,0,0,1212.912992,2183.243386,1031.393978
BM19-38-4,2019_AV2_38_4,2019_AV2_38,2019_AV2_B,2019,38,B,b,7.2,64,3309C,AV2,AV,NA,NA,24.2,3.68,4.8,149,79,212.2,5,3864,0,0,1212.912992,2183.243386,1031.393978
BM19-38-5,2019_AV2_38_5,2019_AV2_38,2019_AV2_B,2019,38,B,b,-0.2,112,3309C,AV2,AV,NA,NA,24.2,3.68,4.8,149,79,212.2,5,3864,0,0,1212.912992,2183.243386,1031.393978
BM19-39-1,2019_AV2_39_1,2019_AV2_39,2019_AV2_C,2019,39,C,c,24.4,2,3309C,AV2,AV,NA,NA,24.2,3.65,4.98,148,81,212.8,5,3755,0,0,1212.912992,2183.243386,1031.393978
BM19-39-2,2019_AV2_39_2,2019_AV2_39,2019_AV2_C,2019,39,C,c,24.6,6,3309C,AV2,AV,NA,NA,24.2,3.65,4.98,148,81,212.8,5,3755,0,0,1212.912992,2183.243386,1031.393978
BM19-39-3,2019_AV2_39_3,2019_AV2_39,2019_AV2_C,2019,39,C,c,23.3,16,3309C,AV2,AV,NA,NA,24.2,3.65,4.98,148,81,212.8,5,3755,0,0,1212.912992,2183.243386,1031.393978
BM19-39-4,2019_AV2_39_4,2019_AV2_39,2019_AV2_C,2019,39,C,c,7.2,64,3309C,AV2,AV,NA,NA,24.2,3.65,4.98,148,81,212.8,5,3755,0,0,1212.912992,2183.243386,1031.393978
BM19-39-5,2019_AV2_39_5,2019_AV2_39,2019_AV2_C,2019,39,C,c,-0.2,112,3309C,AV2,AV,NA,NA,24.2,3.65,4.98,148,81,212.8,5,3755,0,0,1212.912992,2183.243386,1031.393978
BM19-41-1,2019_SRH1_41_1,2019_SRH1_41,2019_SRH1_A,2019,41,A,a,25.7,2,101_14,SRH1,SRH,NA,NA,25.6,3.55,5.7,201,96,277.8,5,2802,0,0,1247.984494,2246.37209,517.4170096
BM19-41-2,2019_SRH1_41_2,2019_SRH1_41,2019_SRH1_A,2019,41,A,a,25.7,6,101_14,SRH1,SRH,NA,NA,25.6,3.55,5.7,201,96,277.8,5,2802,0,0,1247.984494,2246.37209,517.4170096
BM19-41-3,2019_SRH1_41_3,2019_SRH1_41,2019_SRH1_A,2019,41,A,a,23.8,16,101_14,SRH1,SRH,NA,NA,25.6,3.55,5.7,201,96,277.8,5,2802,0,0,1247.984494,2246.37209,517.4170096
BM19-41-4,2019_SRH1_41_4,2019_SRH1_41,2019_SRH1_A,2019,41,A,a,7.9,64,101_14,SRH1,SRH,NA,NA,25.6,3.55,5.7,201,96,277.8,5,2802,0,0,1247.984494,2246.37209,517.4170096
BM19-41-5,2019_SRH1_41_5,2019_SRH1_41,2019_SRH1_A,2019,41,A,a,-0.8,112,101_14,SRH1,SRH,NA,NA,25.6,3.55,5.7,201,96,277.8,5,2802,0,0,1247.984494,2246.37209,517.4170096
BM19-42-1,2019_SRH1_42_1,2019_SRH1_42,2019_SRH1_B,2019,42,B,b,25.7,2,101_14,SRH1,SRH,NA,NA,25.6,3.58,5.75,196,95,272,5,2790,0,0,1247.984494,2246.37209,517.4170096
BM19-42-2,2019_SRH1_42_2,2019_SRH1_42,2019_SRH1_B,2019,42,B,b,25.7,6,101_14,SRH1,SRH,NA,NA,25.6,3.58,5.75,196,95,272,5,2790,0,0,1247.984494,2246.37209,517.4170096
BM19-42-3,2019_SRH1_42_3,2019_SRH1_42,2019_SRH1_B,2019,42,B,b,23.4,16,101_14,SRH1,SRH,NA,NA,25.6,3.58,5.75,196,95,272,5,2790,0,0,1247.984494,2246.37209,517.4170096
BM19-42-4,2019_SRH1_42_4,2019_SRH1_42,2019_SRH1_B,2019,42,B,b,7.1,64,101_14,SRH1,SRH,NA,NA,25.6,3.58,5.75,196,95,272,5,2790,0,0,1247.984494,2246.37209,517.4170096
BM19-42-5,2019_SRH1_42_5,2019_SRH1_42,2019_SRH1_B,2019,42,B,b,-1,112,101_14,SRH1,SRH,NA,NA,25.6,3.58,5.75,196,95,272,5,2790,0,0,1247.984494,2246.37209,517.4170096
BM19-45-1,2019_SMV2_45_1,2019_SMV2_45,2019_SMV2_A,2019,45,A,a,25.4,2,101_14,SMV2,SMV,NA,NA,24.6,3.69,4.96,188,85,256,5,3070,0,0,1426.553998,2567.797196,445.2350055
BM19-45-2,2019_SMV2_45_2,2019_SMV2_45,2019_SMV2_A,2019,45,A,a,25.4,6,101_14,SMV2,SMV,NA,NA,24.6,3.69,4.96,188,85,256,5,3070,0,0,1426.553998,2567.797196,445.2350055
BM19-45-3,2019_SMV2_45_3,2019_SMV2_45,2019_SMV2_A,2019,45,A,a,24.3,16,101_14,SMV2,SMV,NA,NA,24.6,3.69,4.96,188,85,256,5,3070,0,0,1426.553998,2567.797196,445.2350055
BM19-45-4,2019_SMV2_45_4,2019_SMV2_45,2019_SMV2_A,2019,45,A,a,7.1,64,101_14,SMV2,SMV,NA,NA,24.6,3.69,4.96,188,85,256,5,3070,0,0,1426.553998,2567.797196,445.2350055
BM19-45-5,2019_SMV2_45_5,2019_SMV2_45,2019_SMV2_A,2019,45,A,a,-0.9,112,101_14,SMV2,SMV,NA,NA,24.6,3.69,4.96,188,85,256,5,3070,0,0,1426.553998,2567.797196,445.2350055
BM19-48-1,2019_SMV2_48_1,2019_SMV2_48,2019_SMV2_D,2019,48,D,d,25.4,2,101_14,SMV2,SMV,NA,NA,24.5,3.68,4.84,185,82,250.6,5,3125,0,0,1426.553998,2567.797196,445.2350055
BM19-48-2,2019_SMV2_48_2,2019_SMV2_48,2019_SMV2_D,2019,48,D,d,25.4,6,101_14,SMV2,SMV,NA,NA,24.5,3.68,4.84,185,82,250.6,5,3125,0,0,1426.553998,2567.797196,445.2350055
BM19-48-3,2019_SMV2_48_3,2019_SMV2_48,2019_SMV2_D,2019,48,D,d,23.6,16,101_14,SMV2,SMV,NA,NA,24.5,3.68,4.84,185,82,250.6,5,3125,0,0,1426.553998,2567.797196,445.2350055
BM19-48-4,2019_SMV2_48_4,2019_SMV2_48,2019_SMV2_D,2019,48,D,d,5.3,64,101_14,SMV2,SMV,NA,NA,24.5,3.68,4.84,185,82,250.6,5,3125,0,0,1426.553998,2567.797196,445.2350055
BM19-48-5,2019_SMV2_48_5,2019_SMV2_48,2019_SMV2_D,2019,48,D,d,-1.1,112,101_14,SMV2,SMV,NA,NA,24.5,3.68,4.84,185,82,250.6,5,3125,0,0,1426.553998,2567.797196,445.2350055
BM19-50-1,2019_SMV1_50_1,2019_SMV1_50,2019_SMV1_B,2019,50,B,b,24.9,2,101_14,SMV1,SMV,NA,NA,23.9,3.6,5.1,246,112,335.6,5,3063,0,0,1381.886001,2487.394802,470.9230095
BM19-50-2,2019_SMV1_50_2,2019_SMV1_50,2019_SMV1_B,2019,50,B,b,24.9,6,101_14,SMV1,SMV,NA,NA,23.9,3.6,5.1,246,112,335.6,5,3063,0,0,1381.886001,2487.394802,470.9230095
BM19-50-3,2019_SMV1_50_3,2019_SMV1_50,2019_SMV1_B,2019,50,B,b,24.2,16,101_14,SMV1,SMV,NA,NA,23.9,3.6,5.1,246,112,335.6,5,3063,0,0,1381.886001,2487.394802,470.9230095
BM19-50-4,2019_SMV1_50_4,2019_SMV1_50,2019_SMV1_B,2019,50,B,b,2.8,64,101_14,SMV1,SMV,NA,NA,23.9,3.6,5.1,246,112,335.6,5,3063,0,0,1381.886001,2487.394802,470.9230095
BM19-50-5,2019_SMV1_50_5,2019_SMV1_50,2019_SMV1_B,2019,50,B,b,-1.2,112,101_14,SMV1,SMV,NA,NA,23.9,3.6,5.1,246,112,335.6,5,3063,0,0,1381.886001,2487.394802,470.9230095
BM19-51-1,2019_SMV1_51_1,2019_SMV1_51,2019_SMV1_C,2019,51,C,c,24.9,2,101_14,SMV1,SMV,NA,NA,24,3.62,4.97,251,135,359,5,3018,0,0,1381.886001,2487.394802,470.9230095
BM19-51-2,2019_SMV1_51_2,2019_SMV1_51,2019_SMV1_C,2019,51,C,c,24.9,6,101_14,SMV1,SMV,NA,NA,24,3.62,4.97,251,135,359,5,3018,0,0,1381.886001,2487.394802,470.9230095
BM19-51-3,2019_SMV1_51_3,2019_SMV1_51,2019_SMV1_C,2019,51,C,c,24.4,16,101_14,SMV1,SMV,NA,NA,24,3.62,4.97,251,135,359,5,3018,0,0,1381.886001,2487.394802,470.9230095
BM19-51-4,2019_SMV1_51_4,2019_SMV1_51,2019_SMV1_C,2019,51,C,c,3.3,64,101_14,SMV1,SMV,NA,NA,24,3.62,4.97,251,135,359,5,3018,0,0,1381.886001,2487.394802,470.9230095
BM19-51-5,2019_SMV1_51_5,2019_SMV1_51,2019_SMV1_C,2019,51,C,c,-1.2,112,101_14,SMV1,SMV,NA,NA,24,3.62,4.97,251,135,359,5,3018,0,0,1381.886001,2487.394802,470.9230095
BM19-53-1,2019_OR1_53_1,2019_OR1_53,2019_OR1_A,2019,53,A,a,24,2,riparia_gloire,OR1,OR,NA,NA,23.1,3.43,5.27,70,25,90,5,4352,0,0,1159.663502,2087.394304,660.0859952
BM19-53-2,2019_OR1_53_2,2019_OR1_53,2019_OR1_A,2019,53,A,a,23.9,6,riparia_gloire,OR1,OR,NA,NA,23.1,3.43,5.27,70,25,90,5,4352,0,0,1159.663502,2087.394304,660.0859952
BM19-53-3,2019_OR1_53_3,2019_OR1_53,2019_OR1_A,2019,53,A,a,22.6,16,riparia_gloire,OR1,OR,NA,NA,23.1,3.43,5.27,70,25,90,5,4352,0,0,1159.663502,2087.394304,660.0859952
BM19-53-4,2019_OR1_53_4,2019_OR1_53,2019_OR1_A,2019,53,A,a,7.7,64,riparia_gloire,OR1,OR,NA,NA,23.1,3.43,5.27,70,25,90,5,4352,0,0,1159.663502,2087.394304,660.0859952
BM19-53-5,2019_OR1_53_5,2019_OR1_53,2019_OR1_A,2019,53,A,a,-0.2,112,riparia_gloire,OR1,OR,NA,NA,23.1,3.43,5.27,70,25,90,5,4352,0,0,1159.663502,2087.394304,660.0859952
BM19-54-1,2019_OR1_54_1,2019_OR1_54,2019_OR1_B,2019,54,B,b,24,2,riparia_gloire,OR1,OR,NA,NA,23.2,3.42,5.31,73,28,95.4,5,4238,0,0,1159.663502,2087.394304,660.0859952
BM19-54-2,2019_OR1_54_2,2019_OR1_54,2019_OR1_B,2019,54,B,b,23.9,6,riparia_gloire,OR1,OR,NA,NA,23.2,3.42,5.31,73,28,95.4,5,4238,0,0,1159.663502,2087.394304,660.0859952
BM19-54-3,2019_OR1_54_3,2019_OR1_54,2019_OR1_B,2019,54,B,b,23,16,riparia_gloire,OR1,OR,NA,NA,23.2,3.42,5.31,73,28,95.4,5,4238,0,0,1159.663502,2087.394304,660.0859952
BM19-54-4,2019_OR1_54_4,2019_OR1_54,2019_OR1_B,2019,54,B,b,8.4,64,riparia_gloire,OR1,OR,NA,NA,23.2,3.42,5.31,73,28,95.4,5,4238,0,0,1159.663502,2087.394304,660.0859952
BM19-54-5,2019_OR1_54_5,2019_OR1_54,2019_OR1_B,2019,54,B,b,-0.1,112,riparia_gloire,OR1,OR,NA,NA,23.2,3.42,5.31,73,28,95.4,5,4238,0,0,1159.663502,2087.394304,660.0859952
BM19-57-1,2019_OR2_57_1,2019_OR2_57,2019_OR2_A,2019,57,A,a,23.7,2,riparia_gloire,OR2,OR,NA,NA,23.2,3.29,5.5,90,64,141.2,5,3797,0,0,1130.448006,2034.806411,687.451993
BM19-57-2,2019_OR2_57_2,2019_OR2_57,2019_OR2_A,2019,57,A,a,23.5,6,riparia_gloire,OR2,OR,NA,NA,23.2,3.29,5.5,90,64,141.2,5,3797,0,0,1130.448006,2034.806411,687.451993
BM19-57-3,2019_OR2_57_3,2019_OR2_57,2019_OR2_A,2019,57,A,a,22,16,riparia_gloire,OR2,OR,NA,NA,23.2,3.29,5.5,90,64,141.2,5,3797,0,0,1130.448006,2034.806411,687.451993
BM19-57-4,2019_OR2_57_4,2019_OR2_57,2019_OR2_A,2019,57,A,a,6.3,64,riparia_gloire,OR2,OR,NA,NA,23.2,3.29,5.5,90,64,141.2,5,3797,0,0,1130.448006,2034.806411,687.451993
BM19-57-5,2019_OR2_57_5,2019_OR2_57,2019_OR2_A,2019,57,A,a,-0.2,112,riparia_gloire,OR2,OR,NA,NA,23.2,3.29,5.5,90,64,141.2,5,3797,0,0,1130.448006,2034.806411,687.451993
BM19-58-1,2019_OR2_58_1,2019_OR2_58,2019_OR2_B,2019,58,B,b,23.7,2,riparia_gloire,OR2,OR,NA,NA,23.3,3.29,5.61,89,57,134.6,5,3784,0,0,1130.448006,2034.806411,687.451993
BM19-58-2,2019_OR2_58_2,2019_OR2_58,2019_OR2_B,2019,58,B,b,23.6,6,riparia_gloire,OR2,OR,NA,NA,23.3,3.29,5.61,89,57,134.6,5,3784,0,0,1130.448006,2034.806411,687.451993
BM19-58-3,2019_OR2_58_3,2019_OR2_58,2019_OR2_B,2019,58,B,b,22,16,riparia_gloire,OR2,OR,NA,NA,23.3,3.29,5.61,89,57,134.6,5,3784,0,0,1130.448006,2034.806411,687.451993
BM19-58-4,2019_OR2_58_4,2019_OR2_58,2019_OR2_B,2019,58,B,b,7.5,64,riparia_gloire,OR2,OR,NA,NA,23.3,3.29,5.61,89,57,134.6,5,3784,0,0,1130.448006,2034.806411,687.451993
BM19-58-5,2019_OR2_58_5,2019_OR2_58,2019_OR2_B,2019,58,B,b,-0.9,112,riparia_gloire,OR2,OR,NA,NA,23.3,3.29,5.61,89,57,134.6,5,3784,0,0,1130.448006,2034.806411,687.451993